Player,Position,General_Position,Games_Played,Games_Started,Games_Missed,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,REB,AST,STL,BLK,TOV,PTS,Season
Eric Paschall,PF,F,39,2,21,17.34,3.7,7.5,0.491,0.4,1.4,0.321,1.6,2.3,0.719,3.2,1.3,0.3,0.2,1.1,9.5,2020-2021
Anzejs Pasecniks,C,C,1,0,10,6.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2020-2021
Patrick Patterson,PF,F,33,4,29,14.3,1.8,4.0,0.451,1.1,2.8,0.385,0.4,0.5,0.75,1.9,0.7,0.4,0.2,0.3,5.1,2020-2021
Justin Patton,C,C,13,6,7,18.98,2.2,5.4,0.414,0.7,2.6,0.265,0.2,0.3,0.75,3.8,1.1,0.9,1.1,0.3,5.4,2020-2021
Chris Paul,PG,G,58,58,1,31.7,6.1,12.5,0.487,1.4,3.7,0.377,2.4,2.6,0.927,4.7,8.8,1.4,0.2,2.1,16.0,2020-2021
Cameron Payne,PG,G,48,0,11,17.32,2.8,6.0,0.467,1.0,2.5,0.4,0.7,0.9,0.854,2.3,3.5,0.6,0.2,1.1,7.3,2020-2021
Elfrid Payton,PG,G,51,51,9,25.47,4.8,10.9,0.441,0.5,1.8,0.286,1.4,2.0,0.69,3.6,3.5,0.8,0.2,1.7,11.5,2020-2021
Gary Payton II,PG,G,8,0,1,2.63,0.6,1.0,0.625,0.1,0.4,0.333,0.4,0.5,0.75,0.9,0.0,0.6,0.1,0.1,1.8,2020-2021
Norvel Pelle,C,C,8,0,17,7.13,0.8,1.5,0.5,0.0,0.0,0.0,0.5,0.8,0.667,1.9,0.1,0.1,0.8,0.4,2.0,2020-2021
Reggie Perry,PF,F,21,0,39,9.46,1.5,3.5,0.419,0.2,1.0,0.2,0.5,0.6,0.769,3.1,0.7,0.3,0.3,0.7,3.6,2020-2021
Theo Pinson,SG,G,14,0,46,2.2,0.1,0.6,0.111,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,2020-2021
Mason Plumlee,C,C,53,53,7,26.87,4.1,6.7,0.607,0.0,0.1,0.0,2.1,3.1,0.671,9.2,3.6,0.8,0.8,1.9,10.2,2020-2021
Jakob Poeltl,C,C,57,39,1,26.13,3.8,6.1,0.632,0.0,0.0,0.0,0.8,1.8,0.466,8.1,1.8,0.6,1.7,1.3,8.5,2020-2021
Vincent Poirier,C,C,10,0,35,3.91,0.3,1.2,0.25,0.0,0.1,0.0,0.2,0.6,0.333,1.3,0.2,0.0,0.3,0.3,0.8,2020-2021
Aleksej Pokusevski,PF,F,37,20,23,23.37,2.8,8.6,0.328,1.2,4.6,0.265,0.6,0.8,0.8,4.7,2.0,0.4,1.1,2.0,7.5,2020-2021
Jordan Poole,SG,G,39,6,21,18.38,3.8,8.8,0.429,1.8,5.0,0.352,1.7,1.9,0.895,1.5,1.9,0.5,0.2,0.9,11.1,2020-2021
Jontay Porter,PF,F,7,0,51,3.07,0.4,1.1,0.375,0.3,0.9,0.333,0.0,0.0,0.0,1.3,0.1,0.3,0.0,0.7,1.1,2020-2021
Kevin Porter Jr.,SG,G,21,18,40,31.6,5.7,13.6,0.421,1.7,5.8,0.289,2.4,3.2,0.746,3.8,6.2,0.8,0.3,3.4,15.5,2020-2021
Michael Porter Jr.,SF,F,49,42,10,30.98,6.8,12.7,0.538,2.5,5.8,0.434,1.7,2.2,0.764,7.6,1.0,0.6,0.9,1.1,17.8,2020-2021
Otto Porter,SF,F,28,6,30,21.67,3.5,8.1,0.432,1.4,3.7,0.375,1.3,1.5,0.857,5.4,2.0,0.6,0.1,0.9,9.7,2020-2021
Bobby Portis,C,C,54,6,4,21.19,4.8,9.0,0.527,1.2,2.4,0.485,0.7,1.0,0.75,7.0,1.1,0.8,0.4,0.9,11.4,2020-2021
Kristaps Porzingis,C,C,39,39,19,31.39,7.6,16.1,0.474,2.2,6.2,0.362,2.9,3.4,0.85,9.3,1.6,0.5,1.5,1.3,20.4,2020-2021
Dwight Powell,C,C,44,10,14,14.57,1.6,3.0,0.545,0.1,0.5,0.25,1.4,1.8,0.765,3.4,0.8,0.6,0.3,0.6,4.8,2020-2021
Norman Powell,SG,G,57,46,3,31.45,6.5,13.4,0.484,2.6,6.2,0.415,3.4,4.0,0.863,3.0,1.8,1.2,0.2,1.8,19.0,2020-2021
Taurean Prince,PF,F,41,10,19,22.08,3.2,8.0,0.401,1.5,3.8,0.4,1.6,1.9,0.855,3.5,1.9,0.7,0.6,1.1,9.5,2020-2021
Payton Pritchard,SG,G,54,2,6,19.13,2.7,6.0,0.454,1.4,3.4,0.424,0.5,0.6,0.9,2.3,1.8,0.5,0.2,0.8,7.4,2020-2021
Immanuel Quickley,PG,G,55,3,5,19.49,3.7,9.4,0.391,1.9,4.8,0.387,2.5,2.9,0.892,2.2,2.1,0.5,0.2,0.9,11.8,2020-2021
Jahmi'us Ramsey,SG,G,5,0,54,3.36,0.6,1.0,0.6,0.2,0.6,0.333,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.2,1.4,2020-2021
Chasson Randle,PG,G,28,5,3,19.56,1.9,5.0,0.388,1.1,2.9,0.37,0.7,0.8,0.826,1.7,1.9,0.5,0.1,1.1,5.6,2020-2021
Julius Randle,PF,F,59,59,1,37.49,8.4,18.3,0.46,2.2,5.3,0.41,4.9,6.1,0.807,10.5,6.1,1.0,0.3,3.5,23.9,2020-2021
Cam Reddish,SF,F,26,21,34,28.86,3.7,10.1,0.365,1.3,4.8,0.262,2.6,3.2,0.817,4.0,1.3,1.3,0.3,1.3,11.2,2020-2021
J.J. Redick,SG,G,37,0,22,17.58,2.7,6.5,0.409,1.6,4.3,0.377,1.3,1.4,0.94,1.6,1.2,0.3,0.1,0.8,8.2,2020-2021
Paul Reed,PF,F,18,0,41,6.4,1.3,2.6,0.489,0.0,0.3,0.0,0.1,0.2,0.25,1.8,0.3,0.3,0.4,0.4,2.6,2020-2021
Naz Reid,C,C,58,15,2,19.34,4.3,8.2,0.521,0.8,2.4,0.348,1.8,2.5,0.738,4.6,1.1,0.5,1.1,1.0,11.2,2020-2021
Cameron Reynolds,SF,F,3,0,2,2.06,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2020-2021
Nick Richards,PF,F,16,0,43,3.68,0.2,0.4,0.571,0.0,0.0,0.0,0.4,0.7,0.636,0.6,0.1,0.0,0.0,0.2,0.9,2020-2021
Josh Richardson,SG,G,48,48,10,31.74,4.5,10.4,0.429,1.5,4.8,0.316,1.8,2.0,0.905,3.5,2.8,0.9,0.4,1.4,12.2,2020-2021
Grant Riller,PG,G,4,0,7,4.91,1.0,1.8,0.571,0.2,0.8,0.333,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,2.2,2020-2021
Austin Rivers,SG,G,23,2,25,20.8,2.7,6.3,0.431,1.3,3.5,0.358,0.5,0.7,0.75,2.3,1.9,0.5,0.0,1.0,7.2,2020-2021
Andre Roberson,SG,G,5,0,2,12.59,0.4,2.8,0.143,0.2,1.6,0.125,0.2,0.4,0.5,3.0,0.8,0.6,0.2,0.4,1.2,2020-2021
Duncan Robinson,SF,F,60,60,0,31.99,4.4,10.0,0.439,3.4,8.5,0.403,0.8,1.0,0.85,3.6,1.8,0.6,0.2,1.2,13.0,2020-2021
Glenn Robinson III,SF,F,23,2,8,16.06,1.8,4.3,0.424,0.7,1.9,0.364,0.9,1.0,0.913,2.0,0.9,0.2,0.1,0.5,5.3,2020-2021
Jerome Robinson,SG,G,17,6,33,17.94,1.6,5.6,0.295,0.6,2.5,0.262,0.9,1.2,0.8,2.2,1.5,0.7,0.4,1.1,4.9,2020-2021
Justin Robinson,PG,G,9,0,2,9.75,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.6,0.6,0.8,1.0,0.3,0.0,0.2,2.3,2020-2021
Mitchell Robinson,C,C,31,29,29,27.5,3.7,5.7,0.653,0.0,0.0,0.0,0.8,1.7,0.491,8.1,0.5,1.1,1.5,0.8,8.3,2020-2021
Isaiah Roby,PF,F,49,26,11,23.67,3.5,7.0,0.5,0.6,1.7,0.341,1.4,2.0,0.719,5.7,1.9,0.8,0.7,1.9,9.0,2020-2021
Rajon Rondo,PG,G,36,2,24,15.79,1.8,4.4,0.418,0.7,1.8,0.375,0.3,0.3,0.909,2.1,3.9,0.7,0.1,1.5,4.6,2020-2021
Derrick Rose,PG,G,39,3,19,24.47,5.3,11.9,0.443,0.9,2.6,0.356,2.2,2.6,0.842,2.2,4.0,1.0,0.4,1.5,13.7,2020-2021
Terrence Ross,SG,G,46,2,13,29.27,5.5,13.4,0.412,1.9,5.7,0.337,2.6,3.0,0.87,3.4,2.3,1.0,0.5,1.6,15.6,2020-2021
Terry Rozier,SG,G,56,56,3,34.06,7.5,16.1,0.465,3.3,8.3,0.4,2.4,2.9,0.825,4.2,4.0,1.2,0.4,1.9,20.6,2020-2021
Ricky Rubio,PG,G,56,41,4,26.29,2.8,7.2,0.38,0.9,2.9,0.305,2.0,2.4,0.856,3.2,6.7,1.4,0.1,1.8,8.4,2020-2021
D'Angelo Russell,PG,G,30,19,30,27.62,6.8,15.4,0.441,2.9,7.0,0.412,2.7,3.3,0.8,2.5,5.1,1.0,0.4,2.8,19.2,2020-2021
Domantas Sabonis,PF,F,53,53,5,35.71,7.5,14.4,0.52,0.8,2.6,0.302,4.1,5.6,0.731,11.6,6.0,1.1,0.5,3.4,19.9,2020-2021
Luka Samanic,PF,F,26,4,32,9.36,1.3,3.0,0.423,0.3,1.4,0.243,0.4,0.9,0.478,2.0,0.5,0.3,0.2,0.6,3.3,2020-2021
JaKarr Sampson,PF,F,21,0,37,8.05,1.3,2.9,0.443,0.1,0.4,0.222,0.7,1.0,0.636,2.2,0.1,0.1,0.3,0.3,3.3,2020-2021
Dario Saric,C,C,41,1,18,17.54,3.2,7.1,0.451,1.0,2.9,0.339,1.7,1.9,0.872,4.0,1.3,0.6,0.1,1.2,9.1,2020-2021
Tomas Satoransky,SG,G,47,18,12,23.53,3.0,5.9,0.513,0.8,2.1,0.39,1.1,1.3,0.885,2.4,5.0,0.8,0.2,1.7,8.0,2020-2021
Dennis Schroder,SG,G,55,55,4,31.91,5.4,12.3,0.439,1.1,3.3,0.348,3.6,4.3,0.843,3.5,5.6,1.2,0.2,2.7,15.6,2020-2021
Mike Scott,PF,F,40,10,19,17.65,1.6,4.2,0.375,1.1,3.2,0.344,0.2,0.3,0.667,2.6,0.7,0.5,0.2,0.4,4.4,2020-2021
Collin Sexton,SG,G,50,50,9,35.67,9.0,18.4,0.487,1.7,4.4,0.376,4.8,5.9,0.815,3.0,4.1,1.1,0.1,2.6,24.5,2020-2021
Landry Shamet,SG,G,49,5,11,21.88,3.1,7.5,0.411,2.1,5.4,0.393,1.1,1.3,0.857,1.8,1.5,0.5,0.1,0.8,9.4,2020-2021
Iman Shumpert,SG,G,2,0,13,5.49,0.5,2.0,0.25,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,2020-2021
Pascal Siakam,PF,F,47,47,12,35.63,7.5,16.6,0.454,1.2,4.3,0.285,4.7,5.6,0.839,7.2,4.7,1.1,0.7,2.1,20.9,2020-2021
Chris Silva,PF,F,15,0,45,6.16,0.7,1.1,0.625,0.1,0.1,1.0,0.7,1.0,0.733,1.8,0.4,0.1,0.4,0.7,2.1,2020-2021
Ben Simmons,PG,G,48,48,11,33.27,5.7,10.4,0.545,0.1,0.2,0.3,3.4,5.5,0.615,7.6,7.1,1.6,0.6,3.3,14.8,2020-2021
Anfernee Simons,SG,G,51,0,8,16.39,2.6,6.4,0.414,1.9,4.5,0.419,0.7,0.9,0.766,2.2,1.4,0.3,0.1,0.7,7.8,2020-2021
Deividas Sirvydis,SG,G,14,0,46,2.72,0.4,1.2,0.294,0.3,0.9,0.308,0.2,0.3,0.75,0.6,0.1,0.1,0.0,0.2,1.2,2020-2021
Alen Smailagic,PF,F,9,1,51,4.27,0.7,1.4,0.462,0.2,0.6,0.4,0.1,0.4,0.25,0.8,0.2,0.1,0.3,0.0,1.7,2020-2021
Marcus Smart,PG,G,40,37,20,32.64,4.4,10.6,0.409,2.0,5.9,0.345,2.8,3.6,0.79,3.5,5.5,1.5,0.5,1.8,13.6,2020-2021
